Location,Business Date,Revenue Center,Menu Group,Menu Item,Spirit Category,Qty Sold,Gross Sales,Item Cost,Net Sales,Void Qty,Void Amount,Comp Qty,Comp Amount,Avg Price
"Park On Fremont",2025-11-13,Bar,"Beer - Draft","Blue Moon Draft","Beer",20,160,36,160,0,0,0,0,8
"Park On Fremont",2025-11-13,Bar,"Beer - Draft","Dos Equis Draft","Beer",19,152,30.4,152,0,0,0,0,8
"Park On Fremont",2025-11-13,Bar,"Beer - Draft","Guinness Draft","Beer",10,90,26,90,0,0,0,0,9
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",30,210,42,210,0,0,0,0,7
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",26,182,36.4,182,0,0,0,0,7
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","Pacifico Bottle","Beer",18,126,25.2,126,0,0,0,0,7
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",27,162,24.3,162,0,0,0,0,6
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","Michelob Ultra","Beer",18,126,19.8,126,0,0,0,0,7
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","Heineken Bottle","Beer",16,112,25.6,112,0,0,0,0,7
"Park On Fremont",2025-11-13,Bar,"Beer - Bottle/Can","White Claw","Beer",18,144,28.8,144,0,0,0,0,8
"Park On Fremont",2025-11-13,Bar,"Wine","House Cabernet","Wine",20,240,48,240,0,0,0,0,12
"Park On Fremont",2025-11-13,Bar,"Wine","House Chardonnay","Wine",27,324,64.8,324,0,0,0,0,12
"Park On Fremont",2025-11-13,Bar,"Wine","House Pinot Grigio","Wine",20,240,44,240,0,0,0,0,12
"Park On Fremont",2025-11-13,Bar,"Wine","Prosecco Glass","Wine",13,182,39,182,0,0,0,0,14
"Park On Fremont",2025-11-13,Bar,"Wine","Rosé Glass","Wine",15,195,42,195,0,0,0,0,13
"Park On Fremont",2025-11-13,Bar,"Wine","House Malbec","Wine",10,130,26,130,0,0,0,0,13
"Park On Fremont",2025-11-13,Bar,"Champagne / Sparkling","Prosecco Bottle","Champagne",5,240,60,240,0,0,0,0,48
"Park On Fremont",2025-11-13,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",18,90,9,90,0,0,0,0,5
"Park On Fremont",2025-11-13,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",22,88,6.6,88,0,0,0,0,4
"Cheapshot",2025-11-13,Bar,"Cocktails","Tito's Soda","Vodka",21,273,46.2,273,0,0,0,0,13
"Cheapshot",2025-11-13,Bar,"Cocktails","Moscow Mule","Vodka",14,196,42,196,0,0,0,0,14
"Cheapshot",2025-11-13,Bar,"Cocktails","Vodka Red Bull","Vodka",16,240,60.8,240,0,0,0,0,15
"Cheapshot",2025-11-13,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",18,288,68.4,288,0,0,0,0,16
"Cheapshot",2025-11-13,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",11,154,30.8,154,0,0,0,0,14
"Cheapshot",2025-11-13,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",14,224,56,224,0,0,0,0,16
"Cheapshot",2025-11-13,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",22,264,52.8,264,0,0,0,0,12
"Cheapshot",2025-11-13,Bar,"Cocktails","Whiskey Sour","Whiskey / Bourbon",13,195,45.5,195,0,0,0,0,15
"Cheapshot",2025-11-13,Bar,"Shots","Fireball","Whiskey / Bourbon",22,176,26.4,176,0,0,0,0,8
"Cheapshot",2025-11-13,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",23,230,46,230,0,0,0,0,10
"Cheapshot",2025-11-13,Bar,"Shots","Patron Shot","Tequila / Mezcal",10,120,26,120,0,0,0,0,12
"Cheapshot",2025-11-13,Bar,"Shots","Vegas Bomb","Other Spirits",17,170,47.6,170,0,0,0,0,10
"Cheapshot",2025-11-13,Bar,"Shots","Jagermeister","Other Spirits",15,120,21,120,0,0,0,0,8
"Cheapshot",2025-11-13,Bar,"Shots","Lemon Drop Shot","Vodka",9,90,16.2,90,0,0,0,0,10
"Cheapshot",2025-11-13,Bar,"Beer - Draft","Modelo Especial Draft","Beer",26,208,46.8,208,0,0,0,0,8
"Cheapshot",2025-11-13,Bar,"Beer - Draft","Corona Draft","Beer",20,160,36,160,0,0,0,0,8
"Cheapshot",2025-11-13,Bar,"Beer - Draft","Bud Light Draft","Beer",39,273,46.8,273,0,0,0,0,7
"Cheapshot",2025-11-13,Bar,"Beer - Draft","Local IPA Draft","Beer",11,99,26.4,99,0,0,0,0,9
"Cheapshot",2025-11-13,Bar,"Beer - Draft","Blue Moon Draft","Beer",8,64,14.4,64,0,0,0,0,8
"Cheapshot",2025-11-13,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",21,147,29.4,147,0,0,0,0,7
"Cheapshot",2025-11-13,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",16,112,22.4,112,0,0,0,0,7
"Cheapshot",2025-11-13,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",30,180,27,180,0,0,0,0,6
"Cheapshot",2025-11-13,Bar,"Beer - Bottle/Can","White Claw","Beer",12,96,19.2,96,0,0,0,0,8
"Cheapshot",2025-11-13,Bar,"Wine","House Cabernet","Wine",5,60,12,60,0,0,0,0,12
"Cheapshot",2025-11-13,Bar,"Wine","House Chardonnay","Wine",7,84,16.8,84,0,0,0,0,12
"Cheapshot",2025-11-13,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",13,65,6.5,65,0,0,0,0,5
"Cheapshot",2025-11-13,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",17,68,5.1,68,0,0,0,0,4
"Cheapshot",2025-11-13,Bar,"Non-Alcoholic","Red Bull (Standalone)","Non-Alcoholic",6,42,12,42,0,0,0,0,7
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",52,832,197.6,832,0,0,0,0,16
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",39,663,163.8,663,0,0,0,0,17
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Paloma","Tequila / Mezcal",43,645,150.5,645,0,0,0,0,15
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",24,336,67.2,336,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Mezcal Mule","Tequila / Mezcal",16,256,64,256,0,0,0,0,16
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Oaxacan Old Fashioned","Tequila / Mezcal",15,270,78,270,0,0,0,0,18
"La Mona Rosa",2025-11-13,Bar,"Frozen Cocktails","Frozen Margarita","Tequila / Mezcal",28,392,78.4,392,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Spirits (Neat/Rocks)","Casamigos Blanco","Tequila / Mezcal",22,308,70.4,308,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Spirits (Neat/Rocks)","Casamigos Reposado","Tequila / Mezcal",17,272,64.6,272,0,0,0,0,16
"La Mona Rosa",2025-11-13,Bar,"Spirits (Neat/Rocks)","Don Julio 1942","Tequila / Mezcal",12,456,144,456,0,0,0,0,38
"La Mona Rosa",2025-11-13,Bar,"Spirits (Neat/Rocks)","Patron Silver","Tequila / Mezcal",19,266,57,266,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Spirits (Neat/Rocks)","Del Maguey Vida Mezcal","Tequila / Mezcal",14,196,47.6,196,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Shots","Patron Shot","Tequila / Mezcal",36,432,93.6,432,0,0,0,0,12
"La Mona Rosa",2025-11-13,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",26,312,72.8,312,0,0,0,0,12
"La Mona Rosa",2025-11-13,Bar,"Shots","Don Julio Shot","Tequila / Mezcal",21,294,71.4,294,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Tito's Soda","Vodka",9,117,19.8,117,0,0,0,0,13
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Moscow Mule","Vodka",5,70,15,70,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",4,64,16,64,0,0,0,0,16
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",8,96,19.2,96,0,0,0,0,12
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Mojito","Rum",15,210,42,210,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Cocktails","Dark & Stormy","Rum",6,84,18,84,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Beer - Draft","Modelo Especial Draft","Beer",48,384,86.4,384,0,0,0,0,8
"La Mona Rosa",2025-11-13,Bar,"Beer - Draft","Corona Draft","Beer",36,288,64.8,288,0,0,0,0,8
"La Mona Rosa",2025-11-13,Bar,"Beer - Draft","Dos Equis Draft","Beer",28,224,44.8,224,0,0,0,0,8
"La Mona Rosa",2025-11-13,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",39,273,54.6,273,0,0,0,0,7
"La Mona Rosa",2025-11-13,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",33,231,46.2,231,0,0,0,0,7
"La Mona Rosa",2025-11-13,Bar,"Beer - Bottle/Can","Pacifico Bottle","Beer",23,161,32.2,161,0,0,0,0,7
"La Mona Rosa",2025-11-13,Bar,"Beer - Bottle/Can","Dos Equis Bottle","Beer",19,133,22.8,133,0,0,0,0,7
"La Mona Rosa",2025-11-13,Bar,"Beer - Bottle/Can","Tecate","Beer",18,108,18,108,0,0,0,0,6
"La Mona Rosa",2025-11-13,Bar,"Beer - Bottle/Can","Negra Modelo","Beer",13,91,18.2,91,0,0,0,0,7
"La Mona Rosa",2025-11-13,Bar,"Wine","House Malbec","Wine",10,130,26,130,0,0,0,0,13
"La Mona Rosa",2025-11-13,Bar,"Wine","House Cabernet","Wine",7,84,16.8,84,0,0,0,0,12
"La Mona Rosa",2025-11-13,Bar,"Wine","Prosecco Glass","Wine",6,84,18,84,0,0,0,0,14
"La Mona Rosa",2025-11-13,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",13,65,6.5,65,0,0,0,0,5
"La Mona Rosa",2025-11-13,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",16,64,4.8,64,0,0,0,0,4
"La Mona Rosa",2025-11-13,Bar,"Frozen Cocktails","Frozen Piña Colada","Rum",9,126,25.2,126,0,0,0,0,14
"Doberman",2025-11-13,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",31,496,124,496,0,0,0,0,16
"Doberman",2025-11-13,Bar,"Cocktails","Manhattan","Whiskey / Bourbon",19,323,91.2,323,0,0,0,0,17
"Doberman",2025-11-13,Bar,"Cocktails","Boulevardier","Whiskey / Bourbon",16,256,67.2,256,0,0,0,0,16
"Doberman",2025-11-13,Bar,"Cocktails","Mint Julep","Whiskey / Bourbon",9,135,32.4,135,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Cocktails","Negroni","Gin",18,288,81,288,0,0,0,0,16
"Doberman",2025-11-13,Bar,"Cocktails","Gin & Tonic","Gin",12,156,31.2,156,0,0,0,0,13
"Doberman",2025-11-13,Bar,"Cocktails","Aperol Spritz","Other Spirits",12,168,45.6,168,0,0,0,0,14
"Doberman",2025-11-13,Bar,"Cocktails","Espresso Martini","Vodka",18,306,81,306,0,0,0,0,17
"Doberman",2025-11-13,Bar,"Cocktails","Dirty Martini","Vodka",12,192,40.8,192,0,0,0,0,16
"Doberman",2025-11-13,Bar,"Cocktails","Cosmopolitan","Vodka",8,120,28,120,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Cocktails","Whiskey Sour","Whiskey / Bourbon",11,165,38.5,165,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Cocktails","Paloma","Tequila / Mezcal",9,135,31.5,135,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Cocktails","Oaxacan Old Fashioned","Tequila / Mezcal",12,216,62.4,216,0,0,0,0,18
"Doberman",2025-11-13,Bar,"Cocktails","Mezcal Mule","Tequila / Mezcal",6,96,24,96,0,0,0,0,16
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Macallan 12","Whiskey / Bourbon",16,352,96,352,0,0,0,0,22
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Macallan 18","Whiskey / Bourbon",6,330,120,330,0,0,0,0,55
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Woodford Reserve","Whiskey / Bourbon",14,210,50.4,210,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Maker's Mark","Whiskey / Bourbon",11,143,30.8,143,0,0,0,0,13
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Bulleit Bourbon","Whiskey / Bourbon",8,104,20.8,104,0,0,0,0,13
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Jameson","Whiskey / Bourbon",5,60,12,60,0,0,0,0,12
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Hendrick's","Gin",12,168,38.4,168,0,0,0,0,14
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Grey Goose","Vodka",8,120,24,120,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Belvedere","Vodka",4,60,12.8,60,0,0,0,0,15
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Casamigos Reposado","Tequila / Mezcal",5,80,19,80,0,0,0,0,16
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Del Maguey Vida Mezcal","Tequila / Mezcal",8,112,27.2,112,0,0,0,0,14
"Doberman",2025-11-13,Bar,"Spirits (Neat/Rocks)","Flor de Caña 12","Rum",5,70,15,70,0,0,0,0,14
"Doberman",2025-11-13,Bar,"Beer - Draft","Stella Artois Draft","Beer",6,54,13.2,54,0,0,0,0,9
"Doberman",2025-11-13,Bar,"Beer - Draft","Local IPA Draft","Beer",9,81,21.6,81,0,0,0,0,9
"Doberman",2025-11-13,Bar,"Beer - Draft","Guinness Draft","Beer",5,45,13,45,0,0,0,0,9
"Doberman",2025-11-13,Bar,"Beer - Bottle/Can","Heineken Bottle","Beer",4,28,6.4,28,0,0,0,0,7
"Doberman",2025-11-13,Bar,"Wine","House Cabernet","Wine",11,132,26.4,132,0,0,0,0,12
"Doberman",2025-11-13,Bar,"Wine","House Chardonnay","Wine",9,108,21.6,108,0,0,0,0,12
"Doberman",2025-11-13,Bar,"Wine","House Pinot Grigio","Wine",6,72,13.2,72,0,0,0,0,12
"Doberman",2025-11-13,Bar,"Wine","Prosecco Glass","Wine",9,126,27,126,0,0,0,0,14
"Doberman",2025-11-13,Bar,"Wine","Rosé Glass","Wine",8,104,22.4,104,0,0,0,0,13
"Doberman",2025-11-13,Bar,"Champagne / Sparkling","Veuve Clicquot Bottle","Champagne",2,440,110,440,0,0,0,0,220
"Doberman",2025-11-13,Bar,"Champagne / Sparkling","Prosecco Bottle","Champagne",2,96,24,96,0,0,0,0,48
"Doberman",2025-11-13,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",5,25,2.5,25,0,0,0,0,5
"Doberman",2025-11-13,Bar,"Non-Alcoholic","Athletic Brewing NA IPA","Non-Alcoholic",3,21,6,21,0,0,0,0,7
"Commonwealth",2025-11-14,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",97,1552,368.6,1552,0,0,0,0,16
"Commonwealth",2025-11-14,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",68,1156,285.6,1156,0,0,0,0,17
"Commonwealth",2025-11-14,Bar,"Cocktails","Paloma","Tequila / Mezcal",35,525,122.5,525,0,0,0,0,15
"Commonwealth",2025-11-14,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",41,574,114.8,574,0,0,0,0,14
"Commonwealth",2025-11-14,Bar,"Cocktails","Tito's Soda","Vodka",139,1807,305.8,1807,0,0,0,0,13
"Commonwealth",2025-11-14,Bar,"Cocktails","Moscow Mule","Vodka",60,840,180,840,0,0,0,0,14
"Commonwealth",2025-11-14,Bar,"Cocktails","Espresso Martini","Vodka",108,1836,486,1836,0,0,0,0,17
"Commonwealth",2025-11-14,Bar,"Cocktails","Vodka Red Bull","Vodka",103,1545,391.4,1545,0,0,0,0,15
"Commonwealth",2025-11-14,Bar,"Cocktails","Lemon Drop","Vodka",42,630,134.4,630,0,0,0,0,15
"Commonwealth",2025-11-14,Bar,"Cocktails","Cosmopolitan","Vodka",35,525,122.5,525,0,0,0,0,15
"Commonwealth",2025-11-14,Bar,"Cocktails","Dirty Martini","Vodka",28,448,95.2,448,0,0,0,0,16
"Commonwealth",2025-11-14,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",84,1344,336,1344,0,0,0,0,16
"Commonwealth",2025-11-14,Bar,"Cocktails","Whiskey Sour","Whiskey / Bourbon",58,870,203,870,0,0,0,0,15
"Commonwealth",2025-11-14,Bar,"Cocktails","Manhattan","Whiskey / Bourbon",37,629,177.6,629,0,0,0,0,17
"Commonwealth",2025-11-14,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",77,924,184.8,924,0,0,0,0,12
"Commonwealth",2025-11-14,Bar,"Cocktails","Mojito","Rum",46,644,128.8,644,0,0,0,0,14
"Commonwealth",2025-11-14,Bar,"Cocktails","Dark & Stormy","Rum",20,280,60,280,0,0,0,0,14
"Commonwealth",2025-11-14,Bar,"Cocktails","Rum Punch","Rum",28,364,70,364,0,0,0,0,13
"Commonwealth",2025-11-14,Bar,"Cocktails","Gin & Tonic","Gin",52,676,135.2,676,0,0,0,0,13
"Commonwealth",2025-11-14,Bar,"Cocktails","Negroni","Gin",33,528,148.5,528,0,0,0,0,16
"Commonwealth",2025-11-14,Bar,"Cocktails","Aperol Spritz","Other Spirits",62,868,235.6,868,0,0,0,0,14
"Commonwealth",2025-11-14,Bar,"Cocktails","Long Island Iced Tea","Other Spirits",44,704,132,704,0,0,0,0,16
"Commonwealth",2025-11-14,Bar,"Shots","Patron Shot","Tequila / Mezcal",48,576,124.8,576,0,0,0,0,12
"Commonwealth",2025-11-14,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",44,528,123.2,528,0,0,0,0,12
"Commonwealth",2025-11-14,Bar,"Shots","Fireball","Whiskey / Bourbon",68,544,81.6,544,0,0,0,0,8
"Commonwealth",2025-11-14,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",43,430,86,430,0,0,0,0,10
"Commonwealth",2025-11-14,Bar,"Shots","Jagermeister","Other Spirits",38,304,53.2,304,0,0,0,0,8
"Commonwealth",2025-11-14,Bar,"Shots","Vegas Bomb","Other Spirits",34,340,95.2,340,0,0,0,0,10
"Commonwealth",2025-11-14,Bar,"Shots","Lemon Drop Shot","Vodka",35,350,63,350,0,0,0,0,10
"Commonwealth",2025-11-14,Bar,"Beer - Draft","Modelo Especial Draft","Beer",98,784,176.4,784,0,0,0,0,8
"Commonwealth",2025-11-14,Bar,"Beer - Draft","Corona Draft","Beer",88,704,158.4,704,0,0,0,0,8
"Commonwealth",2025-11-14,Bar,"Beer - Draft","Stella Artois Draft","Beer",57,513,125.4,513,0,0,0,0,9
"Commonwealth",2025-11-14,Bar,"Beer - Draft","Bud Light Draft","Beer",83,581,99.6,581,0,0,0,0,7
"Commonwealth",2025-11-14,Bar,"Beer - Draft","Local IPA Draft","Beer",31,279,74.4,279,0,0,0,0,9
"Commonwealth",2025-11-14,Bar,"Beer - Draft","Blue Moon Draft","Beer",33,264,59.4,264,0,0,0,0,8
"Commonwealth",2025-11-14,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",51,357,71.4,357,0,0,0,0,7
"Commonwealth",2025-11-14,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",58,406,81.2,406,0,0,0,0,7
"Commonwealth",2025-11-14,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",47,282,42.3,282,0,0,0,0,6
"Commonwealth",2025-11-14,Bar,"Beer - Bottle/Can","White Claw","Beer",54,432,86.4,432,0,0,0,0,8
"Commonwealth",2025-11-14,Bar,"Beer - Bottle/Can","Heineken Bottle","Beer",32,224,51.2,224,0,0,0,0,7
"Commonwealth",2025-11-14,Bar,"Wine","House Cabernet","Wine",26,312,62.4,312,0,0,0,0,12
"Commonwealth",2025-11-14,Bar,"Wine","House Chardonnay","Wine",34,408,81.6,408,0,0,0,0,12
"Commonwealth",2025-11-14,Bar,"Wine","Prosecco Glass","Wine",39,546,117,546,0,0,0,0,14
"Commonwealth",2025-11-14,Bar,"Wine","Rosé Glass","Wine",28,364,78.4,364,0,0,0,0,13
"Commonwealth",2025-11-14,Bar,"Champagne / Sparkling","Moët & Chandon Bottle","Champagne",13,2340,585,2340,0,0,0,0,180
"Commonwealth",2025-11-14,Bar,"Champagne / Sparkling","Veuve Clicquot Bottle","Champagne",7,1540,385,1540,0,0,0,0,220
"Commonwealth",2025-11-14,Bar,"Champagne / Sparkling","Prosecco Bottle","Champagne",17,816,204,816,0,0,0,0,48
"Commonwealth",2025-11-14,Bar,"Non-Alcoholic","Red Bull","Non-Alcoholic",65,390,130,390,0,0,0,0,6
"Commonwealth",2025-11-14,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",38,190,19,190,0,0,0,0,5
"Commonwealth",2025-11-14,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",40,160,12,160,0,0,0,0,4
"Laundry Room",2025-11-14,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",11,176,44,176,0,0,0,0,16
"Laundry Room",2025-11-14,Bar,"Cocktails","Manhattan","Whiskey / Bourbon",8,136,38.4,136,0,0,0,0,17
"Laundry Room",2025-11-14,Bar,"Cocktails","Boulevardier","Whiskey / Bourbon",5,80,21,80,0,0,0,0,16
"Laundry Room",2025-11-14,Bar,"Cocktails","Whiskey Sour","Whiskey / Bourbon",5,75,17.5,75,0,0,0,0,15
"Laundry Room",2025-11-14,Bar,"Cocktails","Negroni","Gin",6,96,27,96,0,0,0,0,16
"Laundry Room",2025-11-14,Bar,"Cocktails","Espresso Martini","Vodka",6,102,27,102,0,0,0,0,17
"Laundry Room",2025-11-14,Bar,"Cocktails","Dirty Martini","Vodka",5,80,17,80,0,0,0,0,16
"Laundry Room",2025-11-14,Bar,"Cocktails","Aperol Spritz","Other Spirits",4,56,15.2,56,0,0,0,0,14
"Laundry Room",2025-11-14,Bar,"Cocktails","Cosmopolitan","Vodka",2,30,7,30,0,0,0,0,15
"Laundry Room",2025-11-14,Bar,"Cocktails","Oaxacan Old Fashioned","Tequila / Mezcal",4,72,20.8,72,0,0,0,0,18
"Laundry Room",2025-11-14,Bar,"Cocktails","Paloma","Tequila / Mezcal",2,30,7,30,0,0,0,0,15
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Macallan 12","Whiskey / Bourbon",7,154,42,154,0,0,0,0,22
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Macallan 18","Whiskey / Bourbon",4,220,80,220,0,0,0,0,55
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Woodford Reserve","Whiskey / Bourbon",5,75,18,75,0,0,0,0,15
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Maker's Mark","Whiskey / Bourbon",4,52,11.2,52,0,0,0,0,13
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Bulleit Bourbon","Whiskey / Bourbon",3,39,7.8,39,0,0,0,0,13
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Hendrick's","Gin",4,56,12.8,56,0,0,0,0,14
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Grey Goose","Vodka",3,45,9,45,0,0,0,0,15
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Belvedere","Vodka",3,45,9.6,45,0,0,0,0,15
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Don Julio 1942","Tequila / Mezcal",3,114,36,114,0,0,0,0,38
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Clase Azul Reposado","Tequila / Mezcal",2,90,30,90,0,0,0,0,45
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Casamigos Reposado","Tequila / Mezcal",3,48,11.4,48,0,0,0,0,16
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Del Maguey Vida Mezcal","Tequila / Mezcal",2,28,6.8,28,0,0,0,0,14
"Laundry Room",2025-11-14,Bar,"Spirits (Neat/Rocks)","Flor de Caña 12","Rum",1,14,3,14,0,0,0,0,14
"Laundry Room",2025-11-14,Bar,"Wine","House Cabernet","Wine",4,48,9.6,48,0,0,0,0,12
"Laundry Room",2025-11-14,Bar,"Wine","House Chardonnay","Wine",2,24,4.8,12,0,0,1,12,12
"Laundry Room",2025-11-14,Bar,"Wine","Prosecco Glass","Wine",4,56,12,56,0,0,0,0,14
"Laundry Room",2025-11-14,Bar,"Champagne / Sparkling","Veuve Clicquot Bottle","Champagne",1,220,55,220,0,0,0,0,220
"Laundry Room",2025-11-14,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",2,10,1,10,0,0,0,0,5
"We All Scream",2025-11-14,Bar,"Cocktails","Tito's Soda","Vodka",273,3549,600.6,3549,0,0,0,0,13
"We All Scream",2025-11-14,Bar,"Cocktails","Vodka Red Bull","Vodka",193,2895,733.4,2895,0,0,0,0,15
"We All Scream",2025-11-14,Bar,"Cocktails","Moscow Mule","Vodka",144,2016,432,2016,0,0,0,0,14
"We All Scream",2025-11-14,Bar,"Cocktails","Lemon Drop","Vodka",96,1440,307.2,1440,0,0,0,0,15
"We All Scream",2025-11-14,Bar,"Cocktails","Espresso Martini","Vodka",123,2091,553.5,2091,0,0,0,0,17
"We All Scream",2025-11-14,Bar,"Cocktails","Dirty Martini","Vodka",32,512,108.8,512,0,0,0,0,16
"We All Scream",2025-11-14,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",134,2144,509.2,2144,0,0,0,0,16
"We All Scream",2025-11-14,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",100,1700,420,1649,0,0,3,51,17
"We All Scream",2025-11-14,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",114,1596,319.2,1596,0,0,0,0,14
"We All Scream",2025-11-14,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",137,1644,328.8,1644,0,0,0,0,12
"We All Scream",2025-11-14,Bar,"Shots","Fireball","Whiskey / Bourbon",175,1400,210,1400,0,0,0,0,8
"We All Scream",2025-11-14,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",104,1040,208,1000,0,0,4,40,10
"We All Scream",2025-11-14,Bar,"Shots","Patron Shot","Tequila / Mezcal",112,1344,291.2,1344,0,0,0,0,12
"We All Scream",2025-11-14,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",104,1248,291.2,1248,0,0,0,0,12
"We All Scream",2025-11-14,Bar,"Shots","Vegas Bomb","Other Spirits",86,860,240.8,860,0,0,0,0,10
"We All Scream",2025-11-14,Bar,"Shots","Jagermeister","Other Spirits",108,864,151.2,864,0,0,0,0,8
"We All Scream",2025-11-14,Bar,"Shots","Rumple Minze","Other Spirits",61,549,97.6,549,0,0,0,0,9
"We All Scream",2025-11-14,Bar,"Shots","Kamikaze","Vodka",57,513,91.2,513,0,0,0,0,9
"We All Scream",2025-11-14,Bar,"Shots","Lemon Drop Shot","Vodka",68,680,122.4,680,0,0,0,0,10
